ntau,method,qte,iter
0,DIVE,0.00589902230349004,1
0,ORACLE,-1.05408451022965,1
0.001001001001001,DIVE,12.2366465805313,1
0.001001001001001,ORACLE,6.3660782410251,1
0.002002002002002,DIVE,11.4160880445367,1
0.002002002002002,ORACLE,6.02035412061409,1
0.003003003003003,DIVE,10.8558162548528,1
0.003003003003003,ORACLE,5.19934740900853,1
0.004004004004004,DIVE,10.4193740668515,1
0.004004004004004,ORACLE,5.38735862785418,1
0.005005005005005,DIVE,10.06380965679,1
0.005005005005005,ORACLE,5.45585979604118,1
0.00600600600600601,DIVE,9.77039237201983,1
0.00600600600600601,ORACLE,5.58565585863278,1
0.00700700700700701,DIVE,9.5229410265667,1
0.00700700700700701,ORACLE,6.01807723298796,1
0.00800800800800801,DIVE,9.312012481919,1
0.00800800800800801,ORACLE,5.85682689434384,1
0.00900900900900901,DIVE,9.12969199851722,1
0.00900900900900901,ORACLE,5.67289598635408,1
0.01001001001001,DIVE,8.96969033272146,1
0.01001001001001,ORACLE,5.59999438322452,1
0.011011011011011,DIVE,8.82798421042813,1
0.011011011011011,ORACLE,5.60660400674067,1
0.012012012012012,DIVE,8.70161255355353,1
0.012012012012012,ORACLE,5.71488365808792,1
0.013013013013013,DIVE,8.58798120950057,1
0.013013013013013,ORACLE,5.82995556455444,1
0.014014014014014,DIVE,8.48506528280065,1
0.014014014014014,ORACLE,5.83668765767055,1
0.015015015015015,DIVE,8.39133910136629,1
0.015015015015015,ORACLE,5.8624495844841,1
0.016016016016016,DIVE,8.30551167729886,1
0.016016016016016,ORACLE,5.83219171979113,1
0.017017017017017,DIVE,8.22651069946138,1
0.017017017017017,ORACLE,5.87006560420282,1
0.018018018018018,DIVE,8.15348382686885,1
0.018018018018018,ORACLE,5.9805728881429,1
0.019019019019019,DIVE,8.08574770755025,1
0.019019019019019,ORACLE,6.02745979523042,1
0.02002002002002,DIVE,8.02262674610352,1
0.02002002002002,ORACLE,6.01455201618534,1
0.021021021021021,DIVE,7.96365927111828,1
0.021021021021021,ORACLE,5.98282795547867,1
