ntau,method,qte,iter
0,DIVE,0,1
0,ORACLE,0,1
0.001001001001001,DIVE,4.16236889899594,1
0.001001001001001,ORACLE,0.000851997208419586,1
0.002002002002002,DIVE,5.09729507549989,1
0.002002002002002,ORACLE,0.00252958924425931,1
0.003003003003003,DIVE,5.69899992190327,1
0.003003003003003,ORACLE,0.00420718128009903,1
0.004004004004004,DIVE,6.15249183877931,1
0.004004004004004,ORACLE,0.00588477331593875,1
0.005005005005005,DIVE,6.52084063150633,1
0.005005005005005,ORACLE,0.00756236535177847,1
0.00600600600600601,DIVE,6.83354882169011,1
0.00600600600600601,ORACLE,0.0092399573876182,1
0.00700700700700701,DIVE,7.1068830107261,1
0.00700700700700701,ORACLE,0.0109175494234579,1
0.00800800800800801,DIVE,7.35076213929787,1
0.00800800800800801,ORACLE,0.0125951414592976,1
0.00900900900900901,DIVE,7.57172723459474,1
0.00900900900900901,ORACLE,0.0142727334951374,1
0.01001001001001,DIVE,7.77436486009068,1
0.01001001001001,ORACLE,0.0159503255309771,1
0.011011011011011,DIVE,7.96197276231816,1
0.011011011011011,ORACLE,0.0850254456598136,1
0.012012012012012,DIVE,8.13699764309061,1
0.012012012012012,ORACLE,0.140893082235777,1
0.013013013013013,DIVE,8.30133967665114,1
0.013013013013013,ORACLE,0.223136759336178,1
0.014014014014014,DIVE,8.42774726151627,1
0.014014014014014,ORACLE,0.291077175365645,1
0.015015015015015,DIVE,8.51938037835135,1
0.015015015015015,ORACLE,0.376842235534114,1
0.016016016016016,DIVE,8.60506611497815,1
0.016016016016016,ORACLE,0.510615380844098,1
0.017017017017017,DIVE,8.68544599009015,1
0.017017017017017,ORACLE,1.10869844357043,1
0.018018018018018,DIVE,8.76107189680041,1
0.018018018018018,ORACLE,1.71325705924696,1
0.019019019019019,DIVE,8.83233164515049,1
0.019019019019019,ORACLE,2.09469642402992,1
0.02002002002002,DIVE,8.89957305552864,1
0.02002002002002,ORACLE,2.37499393955351,1
0.021021021021021,DIVE,8.96310776229013,1
0.021021021021021,ORACLE,2.53609323802626,1
0.022022022022022,DIVE,9.02322098477471,1
0.022022022022022,ORACLE,2.81346778187374,1
0.023023023023023,DIVE,9.08009454046374,1
0.023023023023023,ORACLE,3.09007202489024,1
0.024024024024024,DIVE,9.13397402643027,1
0.024024024024024,ORACLE,3.17676593012012,1
0.025025025025025,DIVE,9.18497269134865,1
0.025025025025025,ORACLE,3.549815140287,1
0.026026026026026,DIVE,9.23326202028209,1
0.026026026026026,ORACLE,3.77481330097994,1
0.027027027027027,DIVE,9.27896422842447,1
0.027027027027027,ORACLE,3.95023157998294,1
0.028028028028028,DIVE,9.32218496400288,1
0.028028028028028,ORACLE,4.15870483591531,1
0.029029029029029,DIVE,9.36301861695455,1
0.029029029029029,ORACLE,4.27816143292503,1
0.03003003003003,DIVE,9.40153587967135,1
0.03003003003003,ORACLE,4.45746519927722,1
0.031031031031031,DIVE,9.43782667835707,1
0.031031031031031,ORACLE,4.74223048944295,1
0.032032032032032,DIVE,9.4719104788448,1
0.032032032032032,ORACLE,4.89091817445801,1
0.033033033033033,DIVE,9.50383844385238,1
0.033033033033033,ORACLE,5.23316620354712,1
0.034034034034034,DIVE,9.53366078001076,1
0.034034034034034,ORACLE,5.50349441062017,1
0.035035035035035,DIVE,9.56143668682133,1
0.035035035035035,ORACLE,5.58584388552378,1
0.036036036036036,DIVE,9.58717872927721,1
0.036036036036036,ORACLE,5.67575021488856,1
