"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
-4.85452133593917,-4.4929664707242,-4.49026639260103,-4.32533532699914,-4.83293938351676,-4.56209811129202,-4.00542380907863,-4.88051842984902,-4.90904320226199,-4.54385196361082
-4.77870884840251,-4.64278975660974,-4.43451356547745,-4.37370548121329,-4.83573310426682,-4.39576575272796,-3.95431529719506,-4.74182895092248,-4.71773823511522,-4.54816620593905
-4.76604153493347,-4.44682584784593,-4.37794122400644,-4.20492415189164,-4.70927744457411,-4.48133572409838,-4.14603391948746,-4.67381436333983,-4.64732001903198,-4.54399900044063
-4.89800974854143,-4.6100977565155,-4.53153780811916,-4.3072758545862,-4.66109177997525,-4.52033691594273,-4.18888403594408,-4.90416641461984,-4.68709957492566,-4.54576109392833
-4.82626422049612,-4.4646491635339,-4.50255796458216,-4.41677078663509,-4.62558081410679,-4.61743861878025,-4.12136346623015,-5.1235268638494,-4.81844990240756,-4.43982018324495
-4.86286560365795,-4.56689029089344,-4.62231780508211,-4.00169821177052,-4.67265894319043,-4.29761312423474,-4.11051507982108,-4.75504661444874,-4.75491591961237,-4.45565686799371
-4.62561150754697,-4.59192943560383,-4.42392129436198,-4.30770089510044,-4.61534505794461,-4.38905655119631,-4.18056652031281,-4.75823198949769,-4.7816872801681,-4.30709545911973
-4.72630387747374,-4.54644018673122,-4.65081294669044,-4.37330007217772,-4.58446951088034,-4.33457420417549,-4.13199127392694,-4.76976172485098,-4.61363446421027,-4.49985300982946
-4.74765210531929,-4.57970296043465,-4.55180817356427,-4.32045466018482,-4.73289436128011,-4.43819962104377,-4.08736262769067,-4.89309429782099,-4.66424493576374,-4.45144024090658
-4.77154372637496,-4.60379600210078,-4.46331454270854,-4.29533958692297,-4.70306684805026,-4.46901459454171,-4.30081866751879,-4.79965546065095,-4.68639057510313,-4.54270737151807
-4.95645880904653,-4.56067697718472,-4.38730586680172,-4.34917073508842,-4.74296376980016,-4.41953461064327,-4.23732731656193,-4.79544922687088,-4.73663995175866,-4.33361755922477
-4.71901811941836,-4.6710600099521,-4.28791473122801,-4.28765202600098,-4.71806232884991,-4.48533017462293,-4.22737267456498,-4.65130845517809,-4.91740598863413,-4.47476045061756
