ENSG00000075624,ENSG00000187514,ENSG00000133112,ENSG00000172757,ENSG00000067225,ENSG00000110700,ENSG00000125691,ENSG00000147604,ENSG00000108518
2.7494168,2.8037677,2.8160934,2.7754164,2.8574033,2.8021884,2.8974802,2.8187816,2.7837617
2.7302494,2.7377362,2.7598753,2.7295551,2.6925886,2.7086222,2.74273,2.6519191,2.6732795
2.7327483,2.7391424,2.7097893,2.7507336,2.7473853,2.7460532,2.7090201,2.733315,2.7011285
2.7189534,2.6230903,2.712173,2.5817254,2.7299416,2.6088638,2.6594396,2.6010127,2.6203492
2.7258072,2.6932998,2.8024929,2.7325416,2.7630112,2.7617555,2.79594,2.7763665,2.741338
2.7176902,2.6673398,2.7730331,2.6656654,2.734224,2.6936677,2.7284672,2.6829891,2.658289
2.7220218,2.5940723,2.693058,2.54043,2.772196,2.5473924,2.66003,2.5918765,2.5760667
2.6097107,2.544054,2.6164458,2.5356517,2.677355,2.626789,2.5575023,2.5855162,2.5581295
2.954644,2.9880748,2.8479178,3.0832195,2.9584608,3.0161943,2.9399674,2.9835365,3.0033534
2.7277656,2.6323624,2.7672176,2.6094851,2.7420454,2.7271242,2.747082,2.7028046,2.6306202
2.7325974,2.7644334,2.7412143,2.7761164,2.725192,2.7484264,2.7102494,2.7615042,2.761268
2.7876105,2.7523007,2.8271463,2.7857702,2.8416598,2.7596197,2.7511084,2.7585466,2.7644312
2.940044,2.9142404,2.81004,2.9469695,2.783714,2.9073648,2.775981,2.9460294,2.9722207
2.8024576,2.9230704,2.7746382,2.9090319,2.879905,2.836606,2.8307712,2.8645349,2.9258323
2.7470336,2.745533,2.7295609,2.7538035,2.764794,2.7285118,2.6780539,2.7197459,2.7310014
2.885345,2.7784429,2.8163342,2.7091646,2.866214,2.7228737,2.8082762,2.7486129,2.7815974
2.681964,2.562025,2.7005486,2.5157585,2.7584004,2.5574536,2.6432416,2.5415025,2.5453763
2.7287326,2.7450376,2.7214155,2.735043,2.7386065,2.7261176,2.7007425,2.673089,2.6960578
2.8207877,2.8983817,2.9996536,2.93552,2.9529576,2.9289708,2.9816282,2.9981885,2.8789003
2.7941577,2.7608342,2.7664332,2.643208,2.830988,2.7768464,2.833643,2.7919345,2.7379904
2.740845,2.6411018,2.6907864,2.6093502,2.720397,2.7324886,2.682017,2.7058818,2.6638682
2.6567476,2.7609563,2.6996236,2.7602887,2.7009819,2.74755,2.6772885,2.725794,2.7329133
2.7887244,2.9594545,2.7046013,2.9785075,2.6841867,2.883213,2.8167658,2.8920689,2.9381843
2.9571128,3.0271468,2.7920794,3.0373027,2.8527062,3.0121517,2.8180368,2.97066,3.0219834
2.7662237,2.7194715,2.6999984,2.6282701,2.7955313,2.7140422,2.738323,2.7326627,2.6737778
2.767241,2.7736783,2.7088203,2.8453712,2.718022,2.7766328,2.6588283,2.808908,2.7727723
2.8963237,2.9465055,2.7923837,3.0088377,2.8343801,2.8571515,2.7670054,2.9532523,2.9451897
2.7022028,2.6337934,2.6472924,2.5855696,2.173373,2.7174525,2.638827,2.6698751,2.5596187
2.7316346,2.9301686,2.8069835,2.9479423,2.823923,2.8917532,2.924061,2.8769734,2.9123366
2.7759614,2.7254977,2.7366424,2.7358708,2.7222028,2.7726464,2.6783686,2.7997231,2.7493196
2.6548543,2.7006035,2.65022,2.6825974,2.7156706,2.6888247,2.607394,2.6611674,2.6620824
2.812109,2.7359915,2.7838988,2.7499487,2.7751603,2.7589757,2.674242,2.8214483,2.7972312
2.7666562,2.7231488,2.6734977,2.7932446,2.655348,2.784955,2.6110759,2.7486935,2.7120042
2.861114,2.8084168,2.798098,2.7722712,2.8192005,2.807445,2.797115,2.8494964,2.843041
2.704681,2.5450869,2.6506083,2.3797946,2.6165104,2.5794435,2.5361679,2.6172023,2.5691864
2.6849792,2.7810035,2.73351,2.8293839,2.7174642,2.8170054,2.784899,2.7779782,2.7695715
2.9226613,2.95853,2.899882,2.9420695,2.92099,2.9340591,2.997781,2.9493153,2.938147
2.765285,2.756147,2.7591753,2.7368603,2.7298098,2.6964016,2.6618624,2.7232783,2.7180684
2.5872383,2.8337636,2.7457361,2.8538532,2.695514,2.823151,2.8180344,2.7890246,2.8072913
2.7383904,2.6329036,2.7562304,2.6443498,2.7110844,2.6890702,2.722467,2.7569833,2.6569693
2.7353525,2.828506,2.777937,2.7899144,2.8529005,2.8050818,2.8514514,2.8136575,2.8170817
2.7478533,2.6442533,2.6827548,2.5664015,2.7288208,2.6673675,2.6045506,2.7161512,2.671418
2.700605,2.729263,2.6812663,2.6129248,2.6437335,2.6086211,2.6462734,2.6374636,2.665972
2.6926305,2.7056308,2.7178383,2.6722448,2.7836907,2.6994843,2.7361162,2.7020438,2.7006187
2.768482,2.7172236,2.688147,2.623653,2.7581654,2.684285,2.6021206,2.695317,2.6741877
2.9045405,2.8406758,2.8254647,2.9047546,2.7885535,2.8405976,2.8070962,2.877582,2.8983717
2.726729,2.6646223,2.794773,2.7005162,2.736852,2.7295141,2.7307394,2.7801569,2.7467864
2.7417884,2.7304354,2.7401948,2.71592,2.3451712,2.8121276,2.8323898,2.7844892,2.7253108
2.7082217,2.7564607,2.72918,2.887537,2.754465,2.7954283,2.7029848,2.7836018,2.8022614
2.9111462,2.7767615,2.7408617,2.9038558,2.8507223,2.7858624,2.8192067,2.7187634,2.837163
2.7527251,2.7075863,2.693606,2.6529784,2.76609,2.7212071,2.7100718,2.728856,2.6862245
2.7141383,2.6547804,2.7678971,2.6369948,2.7695456,2.6377792,2.7004387,2.6397147,2.646395
2.616126,2.5680842,2.71719,2.611287,2.7474995,2.5874069,2.6638308,2.6400385,2.626885
2.7914038,2.774469,2.7886255,2.8096354,2.8249123,2.7603273,2.7885356,2.7955437,2.7973034
2.7998557,2.8290777,2.7495708,2.722762,2.817427,2.738142,2.7737043,2.7543168,2.7702012
2.7318344,2.712944,2.784068,2.8093755,2.7752082,2.7653656,2.7782266,2.7793922,2.7821803
2.8633304,2.8685694,2.7843523,2.914217,2.8280191,2.865778,2.7573218,2.8648577,2.8900158
2.7274404,2.6145797,2.7327585,2.5243964,2.7793765,2.611992,2.622089,2.6288748,2.6033819
2.732029,2.7599516,2.822229,2.845098,2.7048,2.836238,2.8456795,2.8282948,2.7978003
2.6285272,2.5531244,2.6629276,2.5045443,2.6653838,2.5299895,2.6051552,2.4832969,2.4960027
2.7297225,2.6406288,2.7357874,2.5851102,2.7645772,2.6570964,2.7062047,2.6728106,2.6403525
2.7137792,2.5739257,2.7191079,2.5725899,2.806651,2.5987935,2.659195,2.6102476,2.5853674
2.7574959,2.6997108,2.7750816,2.7466545,2.7779565,2.7561736,2.7008462,2.733554,2.6871288
2.7261577,2.6092584,2.7535057,2.671956,2.7623067,2.630024,2.6923082,2.7083619,2.65054
2.7030163,2.6583295,2.7717466,2.7529979,2.714886,2.724835,2.6790948,2.722965,2.7117026
2.7251916,2.7849317,2.8653636,2.864118,2.733677,2.858829,2.872341,2.8543882,2.8255472
2.7548525,2.7929745,2.8394995,2.8670716,2.79508,2.834741,2.9078746,2.8483787,2.8243318
2.7299385,2.5613623,2.6876514,2.5571923,2.7232914,2.5974207,2.578929,2.6138463,2.5967107
2.8567514,3.0244317,2.7977567,3.1983657,2.880307,3.0994978,2.9345956,2.995118,3.0734928
2.7351856,2.6863956,2.7845,2.6700006,2.7716577,2.6581147,2.689466,2.64609,2.6541147
2.8369246,2.7333488,2.7878227,2.7060223,2.8346024,2.6854546,2.7798815,2.7228272,2.758996
2.6854362,2.7747173,2.8129086,2.906787,2.8095434,2.857563,2.867834,2.7851987,2.7962222
2.6555715,2.4995394,2.6760414,2.5250618,2.6601815,2.5159693,2.5490136,2.483877,2.4502425
2.7299578,2.704845,2.7853875,2.7699993,2.7542946,2.7849808,2.7529259,2.7922616,2.7604938
2.7710688,2.8895164,2.7377892,2.9585907,2.7598917,2.8252888,2.6719215,2.859178,2.968303
