Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Run_10
2.8667214620625545,3.0483272964393207,3.006417800980363,3.049055486352016,2.860111968928874,2.808607734019062,2.9846113142578403,2.89716076416024,2.960344845734899,2.908870348227442
2.992939115654744,3.166037237179226,3.059395447114589,3.105004672565601,2.924208966377186,3.080090984583534,3.274078163775934,2.9895470872192385,3.14774397697183,2.993806904038694
3.0531842777984863,3.1634246768747643,3.1529212524526478,3.0501581008507808,2.9659086379075097,3.187753970838814,3.0745958896719308,2.9819289148072365,2.7910134168713845,3.0679831832098383
3.0962266123958186,3.179254111208609,3.0612275265956104,3.04977151565636,2.8755618644722554,3.012980688165164,3.1334186881483093,2.9513476440658812,3.0290004850638517,2.926192957726055
3.0243366655019828,3.129175516360081,3.0753447029326884,3.038424542477543,2.954779049659618,3.431582028112278,3.0343866030321505,3.1512152105315994,2.7913576685337644,3.1801341641269327
3.057209372858322,3.1035445206281165,3.136861431435218,3.0617477852725017,2.871408601854056,2.91998862661028,3.0880307311095114,2.843122602090773,3.132725131804374,2.865018102592279
3.034696730155384,3.153110289073609,3.004180394689006,3.0050331907722674,2.8645441224433688,2.985277259234747,3.0671515086653085,2.9597002515074795,2.9197630305366444,2.916722473834521
3.0635348293590745,3.0786057428784668,3.036563294364297,3.055520854358768,2.8518381318045583,3.006320307875008,3.008820959857405,2.9128662505774865,2.957140099939358,2.936626677440916
3.1333793855363936,3.2695676022578395,3.200358648421939,3.090925049386513,3.0153576764052064,3.341269155546593,3.222830471916234,3.1174074087838757,2.9007036678635942,3.136145178078795
3.262446984874098,3.182325668699917,3.263243970580578,3.1094315828978933,2.9920866432435917,3.167651162222239,3.1330329241173547,2.966421699927793,2.921695349027494,3.0070858908711635
2.921457317468957,3.074468126144288,3.0334734757969275,3.038215625034276,2.8189014709568054,2.8483903010391893,3.0379620701099506,2.8943580916440506,3.1004129368238487,2.881527065118917
2.932452883412157,3.0246160238212196,3.0446130364890824,2.938382133007428,2.833154779710466,2.8681222928595655,2.9758287218400965,2.7581970097614574,3.0427557556970046,2.760441779576122
3.015883594898793,3.0928406266022734,2.8905633613570143,3.0509784665469435,2.9385160734916815,2.9355388237337325,3.062061341050648,3.1148869636824394,2.878978895353088,2.8791692557555977
2.8768631132890974,3.099817539939605,3.0800667390158676,3.071902075287742,2.990829839465165,3.082322821905632,3.0643893335228647,3.464619998264352,2.752789278919003,3.0189219621330166
2.077685427245863,2.484884000939245,2.606175216299964,2.3413439046833613,2.4519400465706376,2.266250303912127,2.6087547963853983,2.6091712207260707,2.8616677785843883,2.272456258079422
2.772682057947113,2.639410717876786,2.6473510530346283,2.6887209922635593,2.496682598718579,2.4662692272621722,2.4309331529236324,2.7660904304989593,2.3511128233732936,2.462514158945705
