"ENSG00000187514","ENSG00000075624","ENSG00000147604","ENSG00000110700","ENSG00000172757","ENSG00000133112","ENSG00000067225","ENSG00000108518","ENSG00000125691"
2.93452320341986,3.3508457172563,3.0943008234363,2.71336439553685,3.88501672023196,3.99814965711036,3.76629660166804,3.06858621244087,3.04349750186412
3.14465737657224,2.98379702478427,3.06385795366941,1.67564120045813,3.37127190684526,4.13736711870909,3.66800286647228,2.61569822329282,2.965547332834
2.7178051453436,2.84541608128643,3.7284353343416,2.54257511651162,2.61863620645678,2.8970408225712,2.60089457596316,2.83245556196894,2.90918158621911
2.68456361635113,2.58708566190746,0.697029305197357,2.72455118363989,2.56808852097771,2.68635828393112,3.17532958450882,2.59334330276138,2.78700213369818
2.90528181593514,2.62468275084032,5.09410912972201,3.28972890491638,2.74935486918795,-0.262542072659224,2.58167565650285,2.54374953579518,2.70892673146134
2.54146207263829,2.73606518251874,2.64416257272823,3.07079998154087,2.84764883223285,2.85534022500788,3.56030425028955,2.84851040041695,2.86643366926116
2.71123125554339,2.68458135151754,1.37240262518075,2.82914149190854,2.51776028700048,4.25578289445159,3.06584114726563,2.54576414473939,2.68428349945399
2.53558594892892,2.7146692468412,0.645169816213652,2.81377624171284,3.06565153650124,3.91745915519966,2.92858202882609,2.53556833309426,2.83289520373236
2.89608970141816,2.84285229549497,3.00109305858147,2.242884515791,2.43830973391556,1.29913786719963,2.64751036651547,2.73681271021411,2.92487943499859
2.43468030656834,2.55491678873023,0.655402445410961,2.56785680468838,2.25243006826437,1.85215424452507,2.56973397894446,2.85332117851795,2.97675993103119
2.69874011311123,2.93469345282175,2.56487197759684,3.11728296789366,3.51361236128186,1.7277844313404,3.80421910980248,2.88940769020727,2.79735830290195
2.41611316329221,2.79392852924993,5.43019020037431,3.08846223887134,2.57693591674872,7.83331400101458,3.19915829606884,2.49526239431617,2.74016302347126
3.38114047548237,2.81190410983436,2.18561896790206,2.76477488478134,3.09141415996278,2.02361015889905,3.6653740005992,3.29287779897223,3.15044793283421
3.28122011643567,2.99097346495263,6.32951523860122,2.13458636082782,2.67439764758982,0.421192054068907,3.09314388202645,3.40854925391129,3.04928972122969
3.55770195136509,5.25304015759046,4.14611487230327,2.27947279984259,4.06520891970696,9.15690560334382,2.56652587659826,3.63402155996811,3.12857444622662
1.54444666728313,1.1031647993605,-2.16082329505606,3.74401789259597,2.8444115528963,7.55711741745166,1.85371717710115,2.79589888133525,2.56178359480324
3.45957513708916,3.00569421048249,4.14744827127256,1.95950482134441,3.10045390874228,2.91409204116227,2.82634542598509,3.07608446853628,2.9820604893551
2.51769759587392,2.43877274092811,1.88604718841927,3.14406984842567,2.49458442993109,4.46474739552051,2.85739942201902,2.46558613881131,2.6546177998909
2.59215160878891,2.53299998458639,3.54013689999163,3.21334120581814,2.53111813009065,0.957600782695333,1.99938069924418,2.93249047383995,2.7583835830353
2.58593213952394,2.11742739534906,3.69283216295731,2.60862287423851,2.28535423444848,4.72014914843497,1.65015792227101,3.26338153537855,2.97098459935067
2.91468512055576,2.9811567080024,1.04542005380178,2.59774258125897,3.21567660446609,3.80015396021648,2.99492850397121,2.64020715175164,2.85893201074712
2.56642195026809,2.48184897427772,2.3790373977609,2.15118564415472,2.38955913092312,4.14826030467363,2.96760015581122,3.04934423304346,3.01307822268477
3.04216423871712,3.02658174026564,1.66491425891167,2.7207105836944,3.19152765609503,1.13930869552198,3.67442700807027,2.77407881212245,2.96139101969353
2.55576547343757,2.87549082010731,4.50686979125168,3.207015277028,3.04587913445435,5.10005059577574,2.43753216001182,2.7078609527871,2.65480193212973
3.10062915017326,2.97249912728226,4.66117820402519,2.64493324395289,2.83445205546931,2.30990710697339,2.04977560878684,2.56732743310948,2.91572668537986
3.14082062341026,3.15192682863965,2.56672001098062,2.29206274721682,2.75218224348482,3.67894111599828,4.69728211883228,2.99228645324205,3.0807997682388
2.57881840925568,2.58649470451141,0.0300190642633123,2.31951910258418,2.81352409467266,3.08788800022394,2.81614362291267,2.89589765270529,2.83886138447888
2.76387811354837,2.93091806130602,2.10324931630899,2.84653413151672,2.90713357417418,1.46189744940792,3.45295611213564,3.00738561819232,3.11847580893251
3.17628751665245,2.9594921215715,-0.191790502816025,2.50541364399904,3.20343719508896,-0.842771414200455,3.45319167677466,2.77328905647168,2.94142460178438
3.15008652848664,3.22865824993175,5.06616609187588,2.53333763176932,2.29710214975134,0.0580208094916366,4.22581619680197,2.69504765725827,3.00038185794154
2.73790824623581,2.77901773760474,0.405839323442757,2.56283611665044,3.46828870234638,3.65293611838826,3.1451620887446,2.84249966763603,2.94606706920832
2.88454590054188,2.88336419192316,3.27749563879141,2.51089203271639,2.58174284294859,3.35986292692259,4.15856017751398,3.1257200628984,2.95281363163425
2.87367111891383,3.11868513710717,3.05454619389525,1.65145233272388,2.70911821858138,1.60103342174169,3.55820840655574,2.99555885636771,3.00133959995928
2.93771008161799,2.91984708545674,2.98634861478737,2.65268735957461,3.19469159995126,2.36105597978072,3.21505341375025,2.78886399168714,2.94685674065675
2.59989694628367,2.84614156891747,4.09264056668639,3.57358538180732,2.3378526986595,-0.187675812233367,3.00309547787041,2.60846700808449,2.70587815687335
