"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
-0.906244232217831,-0.921776902789309,-0.774362080324097,-0.974573741746323,-0.782552952831813,-0.80101766360424,-1.05005087694668,-0.727637561308934,-1.03133370463564,-0.722982457539827
-0.864997222699756,-0.930182707297937,-0.764314321699176,-0.973850625545313,-0.779352024597757,-0.727758314698906,-1.04314464336431,-0.749945734549616,-1.03462281799427,-0.722952252443887
-0.882014812583254,-0.905672142315737,-0.771583042374714,-0.996810850689288,-0.809876633937701,-0.762055038122959,-1.05579816551246,-0.740980423593005,-1.09542293338122,-0.70752820337917
-0.860397496032162,-0.890147792263492,-0.75013300048274,-0.983071643416233,-0.785953097471037,-0.764057589306587,-1.04245152508823,-0.763286104136835,-1.03944738109356,-0.749504475141128
-0.944953059743662,-0.922801626662019,-0.801739395054577,-0.97652676485945,-0.796451442659955,-0.769767479864593,-1.07526129836004,-0.740944095210233,-1.04714861157042,-0.725173094784336
-0.879910656854981,-0.930883477884827,-0.784919166776767,-0.986099875318629,-0.780032675384516,-0.740118702524166,-1.03231211450124,-0.749618091235033,-1.07147460229518,-0.749914824835588
-0.890527605078918,-0.891995425409882,-0.771824435920592,-0.988602773248384,-0.753421828935722,-0.731837257692037,-1.07945829223559,-0.766731955287876,-1.02888757119777,-0.735475505990622
-0.910308657493274,-0.950335703670411,-0.760731225945482,-1.00064403261489,-0.792056345240726,-0.693059668142781,-1.05872199141938,-0.730896698861503,-1.01873179774217,-0.774849540232562
-0.862407938282995,-0.929044891721556,-0.742736227007121,-1.00766228818491,-0.772584226305189,-0.772149141794237,-1.05501405183163,-0.769062094170319,-1.03811534997982,-0.688267365556175
-0.883983401739415,-0.935267062021094,-0.760018712694725,-0.992658661094003,-0.769254771945375,-0.763757255063003,-1.09042376826828,-0.702781711800125,-1.02821288859266,-0.732330379485825
-0.857181417462447,-0.917339379824413,-0.765528998538462,-1.0277062844811,-0.778052121283468,-0.77592644571233,-1.08749701975736,-0.756195134000933,-1.04583122915815,-0.71856001964626
-0.884080345391518,-0.880911012465525,-0.74933204177829,-0.997337633584641,-0.770088916423183,-0.761649144425639,-1.04083096283482,-0.733701642562281,-1.01311804108527,-0.695941362785171
-0.857448170250613,-0.906077194767694,-0.77349347828325,-0.99242247595104,-0.77656774138067,-0.767236581262208,-1.06763289832284,-0.766801366950791,-1.02242936694642,-0.736524137907304
-0.870412641243695,-0.82004017976499,-0.739403898832261,-0.966496695598341,-0.762704905264164,-0.736345690304588,-1.02565971801471,-0.691363065846516,-1.02762957368115,-0.749901784895274
-0.914080201310968,-0.936946857250811,-0.745624872619106,-0.969427368707304,-0.780763336123722,-0.74095638838827,-1.03963417342794,-0.743647998443138,-1.01444444253624,-0.737391298216348
-0.860757713164618,-0.961142020576786,-0.754171799450986,-0.954367930147555,-0.76145024878964,-0.742084840672546,-1.05974509742852,-0.741361174594534,-1.03639484992532,-0.724614965623045
-0.869521957922913,-0.930052649508497,-0.738134823765369,-0.943861533415822,-0.823613434076624,-0.72879290823117,-1.04123943743141,-0.752605593918165,-1.01259033629714,-0.714373956681049
-0.885316294669979,-0.870776319388106,-0.69699949125334,-0.976430649345231,-0.793713601065869,-0.745105779081402,-1.04292846260283,-0.705624527653571,-1.00083592303089,-0.756386405270539
-0.85694050042809,-0.905068780514451,-0.761186612122854,-0.99851461449405,-0.776530402447582,-0.750017868836432,-1.03919839285517,-0.742985085263,-1.03851564441645,-0.697614555394787
-0.889444825991612,-0.923396538052585,-0.743075225404661,-0.98382439708647,-0.763152923035105,-0.789626255631754,-1.03369271465484,-0.736277097495091,-1.03624418362699,-0.738688838361177
-0.878711027311996,-0.873092030393716,-0.749100519985521,-0.972843337352057,-0.804311242335497,-0.720137719620042,-1.00152504771261,-0.784019575739843,-0.999647403533804,-0.705118173130281
-0.89261111215664,-0.869965953973023,-0.7665985574576,-0.997069845760656,-0.763221437290745,-0.772381638819946,-1.07782820867212,-0.730957979244433,-1.02826842899153,-0.708406297147223
-0.872132332093343,-0.851718391548984,-0.751305080468875,-0.98576565113872,-0.739220568329057,-0.741629772806691,-1.04607907522528,-0.677340866800582,-1.05638689818247,-0.693280898378976
-0.863612101284687,-0.870825633096691,-0.785250582952106,-1.01030395664648,-0.771937136129314,-0.738654445516322,-1.05441325099532,-0.736974853361524,-1.05515090612265,-0.698258411117863
-0.864159448633234,-0.865966580575902,-0.768688002405923,-0.996421624245392,-0.772954590902962,-0.743590449231895,-1.05606328432578,-0.744397809575083,-0.988783690882934,-0.71359015539517
-0.89921449950145,-0.860638241121865,-0.757726248169432,-0.970419076839803,-0.788044000717562,-0.766582363802924,-0.991175135908146,-0.72752179604339,-1.00983167064893,-0.735662914194522
-0.865584409142224,-0.897493006828389,-0.718852644142782,-0.991377481906272,-0.768344160430335,-0.71448395237968,-1.06579865301113,-0.725988403266884,-0.994348570838288,-0.699789432350685
-0.91628511942828,-0.869646365660173,-0.766590326961271,-0.978319446897435,-0.763225802263716,-0.751284580369768,-1.0422539897174,-0.720255313470105,-1.01962206034925,-0.684679427953892
-0.913351889541451,-0.95243196532768,-0.744357555501978,-0.974778695586873,-0.769610559477701,-0.761971323559393,-1.04764397710996,-0.741391377232822,-1.03160334989881,-0.705254820068246
-0.905249637617928,-0.917994840491789,-0.726699759327387,-0.960899962099358,-0.784334905122878,-0.762043787626771,-1.056430671523,-0.725964354408524,-1.01490595473117,-0.673859292213394
-0.89675593170706,-0.918338950169456,-0.731447087509563,-0.985834089298155,-0.780809997297016,-0.729141772738322,-1.06608478985108,-0.730034071829117,-1.00007785227488,-0.681508468334986
-0.863830131020097,-0.877866106573916,-0.726337337953669,-0.963797541369372,-0.784852960985063,-0.762686911151436,-0.983148375333794,-0.714377086000934,-1.02614926401507,-0.70693778330312
-0.884809816262796,-0.874061402833728,-0.712277273490856,-0.965809584371231,-0.790781806903248,-0.732677360884981,-1.02779191874438,-0.751711062641688,-1.01442215872753,-0.73704678957975
-0.876120364789325,-0.924926744163981,-0.784547243663184,-0.947062562868754,-0.731194584190861,-0.757039125200205,-1.04579062873809,-0.65710846422048,-1.030504705481,-0.663146237213559
-0.88174884597083,-0.888107856361618,-0.724849671350199,-1.00086441195716,-0.800500443434945,-0.731394826256358,-1.00048290472684,-0.695922618906369,-1.00003564837307,-0.718739760702409
