"beta_norm","mse_vec"
0.0223822831375994,0.00722483811437091
0.0448024129398408,0.0106651049849034
0.0277692859980134,0.00737252458440292
0.0250285611129583,0.00749759980979547
0.0227720961268666,0.00743944543293105
0.0361830217480228,0.00910003921444305
0.0389230954756324,0.00896082738950773
0.0448240785752331,0.010716716046295
0.0295065156821727,0.00792083406731249
0.0265939954099584,0.00753720952966169
